DOI,title,year,journal,grade,reason,source_url,candidate_fingerprint,extracted_at_utc,sample_state,sample_norm,LOI_pct,LOI_uncertainty_pct,atmosphere,heating_rate_C_min,R650_pct,source_location,evidence,direct_numeric_use,pair_key,T1_C,Tmax1_C,R800_pct,R600_pct,T5_C,Tonset_C,Tmax2_C,T10_C,T20_C,T50_C
10.1002/fam.990,The application of a novel flame retardant on viscose fiber,2008,Fire and Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/fam.990,e89dd33c065eafdd5636,2026-09-24T02:18:19.718384+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym12092107,Basalt Fiber Modified Ethylene Vinyl Acetate/Magnesium Hydroxide Composites with Balanced Flame Retardancy and Improved Mechanical Properties,2020,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7570181,ab4b0861d4681a5c8273,2026-09-24T02:18:20.966971+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-2081673/v1,Eco-friendly fire-retardant finishing of Cotton fabric with mixture of Ammonium Sulfamate and Sodium Stannate,2022,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-2081673/v1,cadf56b4aaa4cfab5941,2026-09-24T02:18:21.479861+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acsapm.2c01257,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022,ACS Applied Polymer Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1021/acsapm.2c01257,8a5b6a8f61a837e2117b,2026-09-24T02:18:21.953724+00:00,,,,,,,,,,,,,,,,,,,,,
10.1080/15440478.2021.1994090,One Pot Facile Synthesis of Self-extinguishable Metal Based Flame Retardant for Cotton Fabric,2021,Journal of Natural Fibers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1080/15440478.2021.1994090,750170952e920e024384,2026-09-24T02:18:22.468603+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules29225306,Study on Flame Retardancy of Cotton Fabric Modified by Sulfonic Groups Chelated with Ba2+,2024,Molecules,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC11596279,cdfd01a0ea0cc33f16be,2026-09-24T07:37:54.399168+00:00,COT,cot,17.6,0.6,,,,LOI table: Table 3 Data on the LOI and vertical burning tests for four types of fabric in air.; TG table: Table 2 Thermogravimetric analysis data of COT and COT-SC-Ba in air and N 2 .,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/molecules29225306||COT||||,,357.9,8.05,,,322.6,,,,
10.3390/molecules29225306,Study on Flame Retardancy of Cotton Fabric Modified by Sulfonic Groups Chelated with Ba2+,2024,Molecules,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC11596279,cdfd01a0ea0cc33f16be,2026-09-24T07:37:54.399197+00:00,COT-SC-Ba,cot-sc-ba,34.4,0.4,,,,LOI table: Table 3 Data on the LOI and vertical burning tests for four types of fabric in air.; TG table: Table 2 Thermogravimetric analysis data of COT and COT-SC-Ba in air and N 2 .,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/molecules29225306||COT-SC-Ba||||,,315.8,26.9,,,261.5,,,,
10.4236/msa.2014.511079,Fire Self-Extinguishing Cotton Fabric: Development of Piperazine Derivatives Containing Phosphorous-Sulfur-Nitrogen and Their Flame Retardant and Thermal Behaviors,2014,Materials Sciences and Applications,C,No structured open-full-text tables could be parsed.,https://doi.org/10.4236/msa.2014.511079,4c4b3aa6349b4aa4b5f2,2026-09-24T07:37:56.441179+00:00,,,,,,,,,,,,,,,,,,,,,
10.11648/j.ijmsa.20190805.12,Innovative Approach to Flame Retardant Cotton Fabrics with Phosphorus Rich Casein via Layer-by-Layer Processing,2019,International Journal of Materials Science and Applications,C,No structured open-full-text tables could be parsed.,https://doi.org/10.11648/j.ijmsa.20190805.12,2b20e26d60ce2e31733f,2026-09-24T07:37:56.787300+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/jccs.202200525,An amino trimethylene phosphonic acid‐based chelated boric acid complex that works as a synergistic flame retardant for enhancing the flame retardancy of cotton fabrics,2023,Journal of the Chinese Chemical Society,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/jccs.202200525,0d270787d8effbff738c,2026-09-24T07:37:57.136268+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-1781201/v1,"Reactive P/S/N-containing synergistic flame retardant towards eco-friendly durable flame-retardant cotton fabric: Flame-retardant property, durability and mechanism",2022,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-1781201/v1,dc94229b969a7edf898a,2026-09-24T07:37:57.746204+00:00,,,,,,,,,,,,,,,,,,,,,
10.15376/biores.17.4.6521-6531,Fully bio-based chitosan/sodium alginate coating for flame retardant Xuan paper,2022,BioResources,C,No structured open-full-text tables could be parsed.,https://doi.org/10.15376/biores.17.4.6521-6531,80de0f0fb837e6cf1f33,2026-09-24T07:37:58.237107+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-1562179/v1,Construction of a P–N–Si flame retardant coating on the cotton fabric with the integration of biomass carbon dots and ammonium polyphosphate,2022,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-1562179/v1,2614d2bab64e3e4ba302,2026-09-24T07:37:58.621948+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/vnl.21688,Synthesize and Characterization of Flame Retardant Copolyesters PET/Phosphorus Compound,2018,Journal of Vinyl and Additive Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/vnl.21688,408ead7210f4a5957e07,2026-09-24T07:37:59.206291+00:00,,,,,,,,,,,,,,,,,,,,,
10.5755/j01.ms.24.4.18606,A Phosphorus-Nitrogen Flame-retardant: Synthesis and Application in Cotton Fabrics,2018,Materials Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.5755/j01.ms.24.4.18606,c11cf28ece466e864860,2026-09-24T07:37:59.832770+00:00,,,,,,,,,,,,,,,,,,,,,
10.31590/ejosat.641656,Atmosferik Basınç Plazma ile Modifiye Edilmiş Döşemelik Derilerde Boraks Kimyasalının Alev Geciktiricilik Özelliğinin Araştırılması Öz,2019,European Journal of Science and Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.31590/ejosat.641656,9223f2516fbeb8b2117a,2026-09-24T07:38:00.202841+00:00,,,,,,,,,,,,,,,,,,,,,
10.15376/biores.17.3.4568-4579,Eco-friendly flame-retardant Xuan paper via layer-by-layer assembly organic/inorganic composite coating on pulp fiber,2022,BioResources,C,No structured open-full-text tables could be parsed.,https://doi.org/10.15376/biores.17.3.4568-4579,845b5283c9b14f0da693,2026-09-24T07:38:00.572557+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/app.49253,Improving the flame retardant properties of polyester‐cotton blend fabrics by introducing an intumescent coating via layer by layer assembly,2020,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.49253,0accbe1418d1839d1e0f,2026-09-24T07:38:00.984449+00:00,,,,,,,,,,,,,,,,,,,,,
10.1051/e3sconf/202345802013,Polyacrylonitrile-based ion-exchange material synthesis and combustion properties investigation,2023,E3S Web of Conferences,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1051/e3sconf/202345802013,f531d3a3b98c38e4aa3d,2026-09-24T07:38:01.345931+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/15280837211028800,Synergistically improved flame retardancy of the cotton fabric finished by silica-coupling agent-zinc borate hybrid sol,2021,Journal of Industrial Textiles,C,No structured open-full-text tables could be parsed.,https://doaj.org/article/a5fe51df6a8644ee8919f34fd1c250e0,85ca3aa061debb2b67d9,2026-09-24T07:38:02.038838+00:00,,,,,,,,,,,,,,,,,,,,,
10.1155/2023/4319998,The Synergy of Nanosilica and Zinc Diethyl Hypophosphite Influences the Flame Retardancy and Foaming Performance of Poly(Ethylene Terephthalate),2023,Advances in Polymer Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1155/2023/4319998,a1689770e50101d0a231,2026-09-24T07:38:02.701782+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym11101575,A Novel Inherently Flame-Retardant Composite Based on Zinc Alginate/Nano-Cu2O,2019,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC6835664,7c7dc22beb946afb4a32,2026-09-24T07:38:04.595935+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/fib6040085,Microwave Assisted Preparation of Flame Resistant Cotton Using Economic Inorganic Materials,2018,Fibers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.3390/fib6040085,cf959bc6f1338a6879d8,2026-09-24T07:38:04.967757+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/app.57270,Enhanced Flame Retardancy in PA12 Composites via the Synergy of Aluminum Diethylphosphonate and Melamine Polyphosphate,2025,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.57270,9e65cac520b5f856995d,2026-09-24T07:38:05.324251+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym11010180,Valorization of Industrial Lignin as Biobased Carbon Source in Fire Retardant System for Polyamide 11 Blends,2019,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC6401932,78202def59222aaef8f1,2026-09-24T07:38:07.679833+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-3748177/v1,Hydrophobic and anti-fouling polyelectrolyte complex coating for durable flame-retardant cotton fabric,2024,Research Square,C,No structured open-full-text tables could be parsed.,http://dx.doi.org/10.21203/rs.3.rs-3748177/v1,69aaf182f6f6e9b8ff91,2026-09-24T07:38:08.428636+00:00,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-494207/v1,One-step Green Synthesis of Eco-friendly Novel N-P Synergistic Flame Retardant for Cotton Fabric,2021,Research Square,C,No structured open-full-text tables could be parsed.,https://doi.org/10.21203/rs.3.rs-494207/v1,999724a8e9e910efc5cc,2026-09-24T07:38:08.787859+00:00,,,,,,,,,,,,,,,,,,,,,
10.1039/9781847559210-00307,Chapter 20. Synergistic Flame Retardant Copolymeric Polyacrylonitrile Fibres Containing Dispersed Phyllosilicate Clays and Ammonium Polyphosphate,2009,,C,No structured open-full-text tables could be parsed.,https://ub-ir.bolton.ac.uk/esploro/outputs/bookChapter/Synergistic-flame-retardant-copolymeric-polyacrylonitrile-fibres/999336908841,4746710e726121bdb3a3,2026-09-24T07:38:09.146606+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acs.chas.4c00050,Nature-Derived Flame Retardant for Cotton Fabrics with Green Coconut Shells,2024,ACS Chemical Health & Safety,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1021/acs.chas.4c00050,b26cba9b8ae0ebcbf3d4,2026-09-24T07:38:09.526141+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acssuschemeng.8b03980,Fabrication and Characterization of Flame-Retardant Nanoencapsulated n-Octadecane with Melamine–Formaldehyde Shell for Thermal Energy Storage,2018,ACS Sustainable Chemistry & Engineering,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1021/acssuschemeng.8b03980,38ca764940664e2263d7,2026-09-24T07:38:09.875786+00:00,,,,,,,,,,,,,,,,,,,,,
10.1039/d1ra09197b,Macro and micro thermal investigation of nanoarchitectonics-based coatings on cotton fabric using new quaternized starch,2022,RSC Advances,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC8979038,d1957de486902c639043,2026-09-24T13:34:56.642024+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym12071538,Preparation and Mechanism of Flame-Retardant Cotton Fabric with Phosphoramidate Siloxane Polymer through Multistep Coating,2020,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7408352,d4d31cc8c3967f0c8d93,2026-09-24T13:34:57.671007+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.reactfunctpolym.2025.106186,High glass transition catalyst-free polybenzoxazine vitrimer through one-pot solventless method,2025,Reactive and Functional Polymers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.reactfunctpolym.2025.106186,af14638adb14571bd50b,2026-09-24T13:34:58.060676+00:00,,,,,,,,,,,,,,,,,,,,,
10.56042/ijftr.v49i3.663,Flame retardancy of cotton fabric using sustainable tree gum,2024,Indian Journal of Fibre & Textile Research,C,No structured open-full-text tables could be parsed.,https://doi.org/10.56042/ijftr.v49i3.663,318b671f0e14e965c971,2026-09-24T13:34:58.451183+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/app.47280,A novel cyclic copolymer containing Si/P/N used as flame retardant and water repellent agent on cotton fabrics,2018,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.47280,5f12b7b88bbac646a9ec,2026-09-24T13:34:58.875228+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/09673911211003404,Study on thermal and mechanical behaviors of polypropylene grade 552R/Cloisite 15A nanocomposites suitable for yarn applications,2021,Polymers and Polymer Composites,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/09673911211003404,50c573ce0c3eef42325d,2026-09-24T13:34:59.243335+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/1528083715606105,Improvement of flame retardancy of poly(lactic acid) nonwoven fabric with a phosphorus- containing flame retardant,2015,Journal of Industrial Textiles,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/1528083715606105,69f3bc41b09162d0037c,2026-09-24T13:34:59.611739+00:00,,,,,,,,,,,,,,,,,,,,,
10.1080/15440478.2022.2044428,High-Efficiency and Durable Flame Retardant Cotton Fabric with Good Physical and Mechanical Properties by Layer-by-Layer Assembly Polyethylenimine/Phytic Acid Coating,2022,Journal of Natural Fibers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1080/15440478.2022.2044428,ec47ad4387ac1b128914,2026-09-24T13:35:00.002211+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/coatings15080886,A Thorough Investigation of the Mechanism of theAntagonistic Effect Between Phosphorus and Basic Oxide-Forming Minerals as Flame Retardants of PolymericComposite Coatings,2025,Coatings,C,No structured open-full-text tables could be parsed.,https://doi.org/10.3390/coatings15080886,ae6ba877c010a02aad64,2026-09-24T13:35:00.370954+00:00,,,,,,,,,,,,,,,,,,,,,
10.1007/s10570-022-05033-3,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023,Cellulose,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1007/s10570-022-05033-3,df4eca92129f3fb009d0,2026-09-24T13:35:00.749262+00:00,,,,,,,,,,,,,,,,,,,,,
10.33263/briac95.272278,"Novel flame retardant and antibacterial agent containing MgO NPs, phosphorus, nitrogen and silicon units for functionalise cotton fabrics",2019,Biointerface Research in Applied Chemistry,C,No structured open-full-text tables could be parsed.,https://doi.org/10.33263/briac95.272278,5df0c2fefc26f6f2928f,2026-09-24T13:35:01.102080+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/ie300964g,Enhanced Flame Retardant Property of Fiber Reactive Halogen-Free Organophosphonate,2012,Industrial & Engineering Chemistry Research,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1021/ie300964g,b00e01da783815dfd731,2026-09-24T13:35:01.507179+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/app.43889,The flame retardancy and mechanical properties of jute/polypropylene composites enhanced by ammonium polyphosphate/polypropylene powder,2016,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.43889,f931978a1a5efb50d3c8,2026-09-24T13:35:01.875966+00:00,,,,,,,,,,,,,,,,,,,,,
10.1039/9781847559210-00359,"Chapter 23. Effect of Yarn, Fabric Construction and Colour in Respect of Red Reflectance and Pigmentation on the Thermal Properties and Limiting Oxygen Index of Flame Retardant Polypropylene Fabrics",2009,,C,No structured open-full-text tables could be parsed.,https://ub-ir.bolton.ac.uk/esploro/outputs/bookChapter/Effect-of-Yarn-Fabric-Construction-and/999333008841,c294eacc7af4eb35eba0,2026-09-24T13:35:02.256705+00:00,,,,,,,,,,,,,,,,,,,,,
10.1080/00405000.2014.995456,Fire retardant property of cotton fabric treated with herbal extract,2014,Journal of the Textile Institute,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1080/00405000.2014.995456,948de05884f32909088e,2026-09-24T13:35:02.642896+00:00,,,,,,,,,,,,,,,,,,,,,
10.1108/ijcst-03-2016-0036,Silica precursor as synergist for cotton flame retardancy,2016,International Journal of Clothing Science and Technology,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1108/ijcst-03-2016-0036,2cfbecac5ea82465bc98,2026-09-24T13:35:03.096169+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.heliyon.2023.e14806,Fire retardant properties enhancement of cotton twill fabric using pumpkin (Cucurbita maxima) extract,2023,Heliyon,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.heliyon.2023.e14806,a552d023a7d82b3688b6,2026-09-24T13:35:04.292116+00:00,,,,,,,,,,,,,,,,,,,,,
10.32710/tekstilvekonfeksiyon.675352,A study on coating with nanoclay on the production of flame retardant cotton fabrics,2020,TEKSTİL VE KONFEKSİYON,C,No structured open-full-text tables could be parsed.,https://doi.org/10.32710/tekstilvekonfeksiyon.675352,7c2bffc2d54f87935965,2026-09-24T13:35:04.650372+00:00,,,,,,,,,,,,,,,,,,,,,
10.5121/msej.2018.5101,Flammability Characteristics of Chemical Treated Woven Hemp Fabric,2018,Advances in Materials Science and Engineering An International Journal (MSEJ),C,No structured open-full-text tables could be parsed.,https://doi.org/10.5121/msej.2018.5101,a30390ab1134af91c3ae,2026-09-24T13:35:05.001847+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym14163414,Zinc Oxide Nanoparticles (ZnO NPs) and N-Methylol Dimethyl Phosphonopropion Amide (MDPA) System for Flame Retardant Cotton Fabrics,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9416732,28821e2c37fedebb60d1,2026-09-24T13:35:06.414978+00:00,Sample A,samplea,23.5,,,10.0,,"LOI table: Table 9 Results of Zn contents, P contents, flammability test, LOI, bacterial reduction, and UPF after different wash cycles.; TG table: Table 3 Thermal characteristics of pristine cotton and developed samples.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14163414||Sample A||||10.0,,68.47,,30.91,,280.34,,,,
10.3390/polym14163414,Zinc Oxide Nanoparticles (ZnO NPs) and N-Methylol Dimethyl Phosphonopropion Amide (MDPA) System for Flame Retardant Cotton Fabrics,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9416732,28821e2c37fedebb60d1,2026-09-24T13:35:06.415001+00:00,Sample B,sampleb,20.4,,,10.0,,"LOI table: Table 9 Results of Zn contents, P contents, flammability test, LOI, bacterial reduction, and UPF after different wash cycles.; TG table: Table 3 Thermal characteristics of pristine cotton and developed samples.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14163414||Sample B||||10.0,,67.11,,24.25,,295.18,,,,
10.3390/polym14163414,Zinc Oxide Nanoparticles (ZnO NPs) and N-Methylol Dimethyl Phosphonopropion Amide (MDPA) System for Flame Retardant Cotton Fabrics,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9416732,28821e2c37fedebb60d1,2026-09-24T13:35:06.415027+00:00,Sample 23,sample23,29.6,,,10.0,,"LOI table: Table 9 Results of Zn contents, P contents, flammability test, LOI, bacterial reduction, and UPF after different wash cycles.; TG table: Table 3 Thermal characteristics of pristine cotton and developed samples.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym14163414||Sample 23||||10.0,,70.21,,38.17,,266.07,,,,
10.1002/app.1983.070280724,Flame retardance in polyester fabric radiolytically grafted with bromostyrene,1983,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.1983.070280724,0bb6539b1d303fc03c2a,2026-09-24T13:35:06.808561+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.ejpe.2015.04.001,Evaluation of the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,2015,Egyptian Journal of Petroleum,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.ejpe.2015.04.001,0a6be01f462ab209b203,2026-09-24T13:35:07.220531+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.pnsc.2017.04.013,Flame retardancy of polyamide 6 hybrid fibers: Combined effects of α -zirconium phosphate and ammonium sulfamate,2017,Progress in Natural Science Materials International,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1016/j.pnsc.2017.04.013,9399c01171f75a0f44cb,2026-09-24T13:35:07.633141+00:00,,,,,,,,,,,,,,,,,,,,,
10.1177/0040517514555801,Synthesis of a novel flame retardant phosphorus/nitrogen/siloxane and its application on cotton fabrics,2014,Textile Research Journal,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1177/0040517514555801,0111ce21d9ffb8e77718,2026-09-24T13:35:07.986745+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/app.1992.070460312,Flame‐retarding modification of nylon 6 textile,1992,Journal of Applied Polymer Science,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/app.1992.070460312,c991c82fff3ce1256a0e,2026-09-24T13:35:08.344871+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules28135162,The Effect of Flame-Retardant Additives DDM-DOPO and Graphene on Flame Propagation over Glass-Fiber-Reinforced Epoxy Resin under the Influence of External Thermal Radiation,2023,Molecules,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC10343289,1f0ada0819edeae9449c,2026-09-24T18:26:59.885070+00:00,GFRER,gfrer,21.0,,,30.0,,"LOI table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.; TG table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/molecules28135162||GFRER||||30.0,,442.0,,,,,,,,
10.3390/molecules28135162,The Effect of Flame-Retardant Additives DDM-DOPO and Graphene on Flame Propagation over Glass-Fiber-Reinforced Epoxy Resin under the Influence of External Thermal Radiation,2023,Molecules,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC10343289,1f0ada0819edeae9449c,2026-09-24T18:26:59.885115+00:00,1.5% DDM-DOPO,1.5%ddm-dopo,21.9,,,30.0,,"LOI table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.; TG table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/molecules28135162||1.5% DDM-DOPO||||30.0,,438.0,,,,,,,,
10.3390/molecules28135162,The Effect of Flame-Retardant Additives DDM-DOPO and Graphene on Flame Propagation over Glass-Fiber-Reinforced Epoxy Resin under the Influence of External Thermal Radiation,2023,Molecules,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC10343289,1f0ada0819edeae9449c,2026-09-24T18:26:59.885136+00:00,3% DDM-DOPO,3%ddm-dopo,21.9,,,30.0,,"LOI table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.; TG table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/molecules28135162||3% DDM-DOPO||||30.0,,444.0,,,,,,,,
10.3390/molecules28135162,The Effect of Flame-Retardant Additives DDM-DOPO and Graphene on Flame Propagation over Glass-Fiber-Reinforced Epoxy Resin under the Influence of External Thermal Radiation,2023,Molecules,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC10343289,1f0ada0819edeae9449c,2026-09-24T18:26:59.885157+00:00,1.5% graphene,1.5%graphene,21.7,,,30.0,,"LOI table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.; TG table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/molecules28135162||1.5% graphene||||30.0,,442.0,,,,,,,,
10.3390/molecules28135162,The Effect of Flame-Retardant Additives DDM-DOPO and Graphene on Flame Propagation over Glass-Fiber-Reinforced Epoxy Resin under the Influence of External Thermal Radiation,2023,Molecules,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC10343289,1f0ada0819edeae9449c,2026-09-24T18:26:59.885176+00:00,3% graphene,3%graphene,21.6,,,30.0,,"LOI table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.; TG table: Table 1 UL-94, LOI, mass loss (ML) and soot mass (SM) in downward flame-spread experiment, max T and residue mass in TGA.",Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/molecules28135162||3% graphene||||30.0,,448.0,,,,,,,,
10.3390/polym17121676,Enhancing Cotton Fabrics Through Grafting of Glycine-Based Polyamidoamine,2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12197018,92e8d442979ba6af5db3,2026-09-24T18:27:01.626712+00:00,,,,,,,,,,,,,,,,,,,,,
10.1002/fam.3256,Flame‐Retarded Poly (Lactic Acid) Containing Phosphating Chitosan,2024,Fire and Materials,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1002/fam.3256,383035cd42ddfdff90f9,2026-09-24T18:27:02.253189+00:00,,,,,,,,,,,,,,,,,,,,,
10.1080/15440478.2026.2717898,Effect of Multiwalled Carbon Nanotubes and Ammonium Polyphosphate on the Thermal Degradation and Flame-Retardant Behavior of Carbon/Hemp Hybrid Composites,2026,Journal of Natural Fibers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.1080/15440478.2026.2717898,ad0f922fe53cfcf090ae,2026-09-24T18:27:02.963422+00:00,,,,,,,,,,,,,,,,,,,,,
10.24011/barofd.1943806,Thermal and Flammability Characterization of LDPE Based Wood Plastic Composites Reinforced With Variable Size Glass Fiber Powders,2026,Bartın Orman Fakültesi Dergisi,C,No structured open-full-text tables could be parsed.,https://doi.org/10.24011/barofd.1943806,c114ed95872ac1d3e163,2026-09-24T18:27:03.586377+00:00,,,,,,,,,,,,,,,,,,,,,
